material_id,material_name,material_type,product_category,strength_score,weight_capacity_kg,biodegradability_score,co2_emission_score,recyclability_percent,cost_per_unit,recycled_content_percent
254,Glass,Glass,Automotive,7.633844010312555,19.69,0.02,1.4991166690333109,89.3,160.28,46.61
255,Molded Pulp,Fiber,E-commerce,4.5084782400582775,7.23,0.87,0.9689290247381561,60.65,98.03,76.46
256,Corrugated Cardboard,Fiber,Retail,5.670403787375051,11.81,0.86,0.89825836872326,41.04,21.36,64.37
257,Bioplastic PLA,Bioplastic,Pharmaceuticals,6.872309548321562,19.04,0.74,1.1960655651102992,72.36,100.78,13.47
258,Molded Pulp,Fiber,Pharmaceuticals,6.088089390024919,10.96,0.46,1.2206229506683268,87.68,44.24,74.81
259,Molded Pulp,Fiber,Cosmetics,5.710183510268095,11.42,0.57,0.9148492541749258,73.5,67.11,76.81
260,Tinplate,Metal,Retail,8.194352987541537,11.59,0.02,5.39,86.01,147.51,
261,Molded Pulp,Fiber,Cosmetics,5.845021680097509,19.7,0.48,0.7362357582745356,50.69,90.46,63.89
262,HDPE,Plastic,E-commerce,7.980107700208526,13.08,0.13,4.71,86.61,55.47,92.04
263,Tinplate,Metal,E-commerce,8.280168030473048,14.02,0.06,4.33,91.15,164.12,19.6
264,HDPE,Plastic,E-commerce,7.036659304727474,11.49,0.32,4.73,44.61,75.83,21.87
265,Rigid PVC,Plastic,Electronics,7.754746143855911,18.52,0.31,3.29,67.33,83.95,46.33
266,Bioplastic PHA,Bioplastic,Food,6.481537235508409,8.92,0.72,1.5516390263159345,46.55,49.59,69.72
267,Molded Pulp,Fiber,Pharmaceuticals,6.091047222985804,15.31,0.51,0.889890826770249,65.26,61.95,71.43
268,LDPE,Plastic,Cosmetics,7.404968167974219,6.57,0.11,4.35,46.17,38.34,5.34
269,Tinplate,Metal,Retail,8.71898230243951,13.8,0.1,4.15,44.47,,
270,Tinplate,Metal,Automotive,8.587183688528986,11.37,0.08,4.82,84.04,235.54,25.95
271,Recycled PET,Plastic,Cosmetics,7.618722310957027,18.18,0.3,3.241306843350311,40.01,25.22,40.08
272,Kraft Paper,Fiber,Automotive,6.430340184037542,17.63,0.48,1.1135300663929815,86.54,53.12,6.62
273,Steel,Metal,Automotive,9.734144637160208,15.6,0.09,2.3385134255489377,92.82,213.09,
274,Bioplastic PLA,Bioplastic,E-commerce,6.826481105112943,15.08,0.58,1.016546896642971,56.33,136.0,
275,Glass,Glass,E-commerce,8.022684797721876,3.74,0.02,1.3329231985438093,67.19,116.15,58.85
276,Molded Pulp,Fiber,Electronics,5.504548884061599,23.58,0.43,0.9369409061447265,89.43,70.1,58.39
277,Recycled PET,Plastic,Retail,7.59659035793355,11.56,0.35,2.028788415234585,64.89,34.1,76.02
278,Bioplastic PHA,Bioplastic,Retail,6.29992786155553,6.54,0.53,1.3897198131175514,82.78,97.78,7.94
279,Molded Pulp,Fiber,Electronics,6.10590063177311,28.9,0.42,1.1322028761854945,44.77,91.96,46.8
280,Tinplate,Metal,Electronics,9.591585338872202,9.12,0.02,5.9,65.82,218.32,62.56
281,Aluminum,Metal,Retail,9.780010683635133,6.22,0.08,8.548438822915996,55.24,140.74,
282,Recycled PET,Plastic,Electronics,6.675990313703071,15.17,0.37,2.8029651971788874,42.31,64.37,86.66
283,Molded Pulp,Fiber,Pharmaceuticals,5.126748857919832,10.11,0.68,0.7506413104120663,67.25,50.27,47.69
284,Corrugated Cardboard,Fiber,E-commerce,4.2819458195226066,17.37,0.43,0.6084845422507252,88.95,35.64,
285,Bioplastic PHA,Bioplastic,Electronics,6.156560281992348,14.92,0.43,1.3618021863993122,87.37,71.3,78.64
286,Bioplastic PHA,Bioplastic,Cosmetics,5.071884547593484,12.35,0.42,2.463810632365081,42.6,89.57,88.65
287,Rigid PVC,Plastic,Electronics,6.93119603626492,,0.36,,54.97,70.71,31.71
288,Compostable Film,Bioplastic,Retail,6.085289269415153,14.99,0.92,1.0,81.62,131.25,8.65
289,Bioplastic PLA,Bioplastic,Food,5.573082504256568,6.99,0.88,2.2023056678244846,45.35,105.6,54.46
290,Corrugated Cardboard,Fiber,Electronics,5.772499781707032,13.03,0.85,1.2717036510247235,77.47,68.18,84.92
291,Rigid PVC,Plastic,Food,6.061000499878099,2.25,0.13,2.89,49.97,67.41,71.69
292,Rigid PVC,Plastic,Automotive,6.074696377498428,29.83,0.35,4.24,70.88,50.4,12.6
293,Tinplate,Metal,Food,9.645201121319317,8.27,0.02,4.93,87.37,,39.87
294,HDPE,Plastic,Food,6.720381282822526,1.7,0.26,4.65,74.24,30.37,39.58
295,Molded Pulp,Fiber,Pharmaceuticals,4.381181537955654,15.67,0.46,0.9414978307484537,40.71,43.3,7.47
296,LDPE,Plastic,Electronics,7.044486520109609,17.79,0.15,4.11,42.6,78.57,90.2
297,Molded Pulp,Fiber,E-commerce,6.3099806592958325,8.82,0.4,0.6768153390742524,85.92,63.64,14.11
298,Bioplastic PHA,Bioplastic,Food,5.431642054993686,6.22,0.74,1.8219392334605393,49.71,146.92,25.56
299,Steel,Metal,Cosmetics,9.245780951638,4.44,0.01,2.1180641341919726,93.69,162.12,40.59
300,Glass,Glass,Cosmetics,7.170694929987536,10.78,0.01,1.6754856661916928,61.48,124.98,47.66
301,Glass,Glass,Pharmaceuticals,7.103363442337216,11.82,0.01,1.0784660646273956,48.79,83.71,92.37
302,Glass,Glass,Pharmaceuticals,8.062709263136297,10.6,0.05,1.3905929096174225,54.32,,37.06
303,Paperboard,Fiber,E-commerce,5.62190536483032,3.04,0.61,0.7050340652857889,96.05,60.19,36.25
304,LDPE,Plastic,Retail,7.2748598029964135,9.99,0.29,3.72,63.3,99.45,84.23
305,Steel,Metal,Automotive,9.452182667445323,22.41,0.02,2.027273148823042,42.29,,53.87
306,Molded Pulp,Fiber,Retail,6.927556238387604,18.37,0.83,1.1161499541714597,90.46,21.76,76.15
307,LDPE,Plastic,E-commerce,7.03260069660239,6.96,0.36,4.86,48.63,51.64,93.29
308,LDPE,Plastic,Pharmaceuticals,6.6459129458824915,12.6,0.21,3.21,51.79,78.56,39.79
309,HDPE,Plastic,Electronics,7.590372389537407,23.14,0.37,3.64,65.72,64.19,58.23
310,Aluminum,Metal,E-commerce,8.54166450252415,19.93,0.01,9.904072517475067,77.13,,26.63
311,Tinplate,Metal,Automotive,8.877942841411272,10.62,0.1,4.44,82.57,214.39,88.63
312,Glass,Glass,Cosmetics,7.156912762684532,11.49,0.06,1.3007106281166154,87.55,120.01,70.97
313,Kraft Paper,Fiber,Electronics,4.076052230246373,29.76,0.52,0.8761333949990247,45.21,10.21,8.97
314,Bioplastic PLA,Bioplastic,Electronics,6.92529682935585,6.73,0.4,1.68917015260898,87.67,129.01,84.6
315,Molded Pulp,Fiber,Food,6.507940361536617,4.59,0.83,1.1495115806859397,79.87,12.2,32.55
316,Steel,Metal,Cosmetics,9.391948412187396,12.39,0.07,2.424459282258164,45.85,230.34,66.36
317,Corrugated Cardboard,Fiber,Retail,5.22685883324281,6.36,0.69,1.2687342805527497,81.19,70.02,24.0
318,Paperboard,Fiber,Retail,4.519882960212537,7.27,0.49,1.1508323703787067,41.28,62.49,80.8
319,Corrugated Cardboard,Fiber,Electronics,4.469311128013258,5.84,0.53,0.8207848270236089,84.06,26.91,69.78
320,Kraft Paper,Fiber,Food,4.750728694493786,6.62,0.44,1.0816942942605796,54.03,74.26,79.03
321,Steel,Metal,Retail,9.09845332941224,11.36,0.01,2.1063221868387743,55.74,174.5,30.58
322,Paperboard,Fiber,Food,6.143787768100188,3.44,0.64,0.7782694354322358,50.96,80.47,69.35
323,Glass,Glass,Automotive,8.320394753435462,21.67,0.05,1.672697263540738,94.55,89.93,88.78
324,Recycled PET,Plastic,Electronics,6.559867793891886,19.12,0.36,2.0576395234434877,92.62,94.87,43.01
325,Glass,Glass,Pharmaceuticals,8.909730561326388,4.09,0.0,1.721409593708339,93.95,181.31,65.83
326,Tinplate,Metal,Retail,9.475793833391537,17.76,0.02,,47.52,201.42,89.96
327,Recycled PET,Plastic,E-commerce,7.108708105022801,13.42,0.4,2.6922161969371015,68.92,44.66,82.92
328,Molded Pulp,Fiber,Retail,5.835162238703057,13.42,0.86,1.0460410337657964,89.82,26.74,54.69
329,Bioplastic PLA,Bioplastic,Retail,5.83920012485558,8.68,0.92,1.989030883308674,77.57,127.59,72.86
330,Rigid PVC,Plastic,Food,6.4954619790023145,9.38,0.14,4.34,96.53,14.7,66.4
331,Glass,Glass,Automotive,7.711945357302524,11.71,0.0,1.716094192565229,87.75,,53.94
332,Tinplate,Metal,E-commerce,9.515692220928738,6.35,0.09,5.68,81.14,242.33,7.83
333,Molded Pulp,Fiber,Retail,4.043180465889268,18.31,0.56,1.045668777517045,90.9,13.75,40.79
334,Corrugated Cardboard,Fiber,Pharmaceuticals,4.348217921520749,6.81,0.53,1.0297535093320431,89.71,61.78,11.87
335,Tinplate,Metal,Automotive,8.092005284043505,13.63,0.04,4.66,59.82,210.85,25.09
336,Recycled PET,Plastic,Automotive,6.08145760463794,21.36,0.3,2.099978060841035,91.0,,54.23
337,Steel,Metal,Electronics,9.710921168022015,12.28,0.02,2.1628856153616427,92.17,206.52,89.36
338,Paperboard,Fiber,Pharmaceuticals,6.1109735781400705,3.07,0.8,0.7051183005719291,97.43,31.52,52.77
339,Bioplastic PLA,Bioplastic,Food,5.948347658174651,6.05,0.87,2.1061506530822283,82.09,108.17,85.65
340,Recycled PET,Plastic,Food,6.195668321302003,3.49,0.39,2.7683328812190116,92.57,24.75,62.85
341,Corrugated Cardboard,Fiber,Electronics,5.474847625350497,13.43,0.83,1.0761594454458474,43.52,72.1,67.11
342,Paperboard,Fiber,E-commerce,5.420415312341698,6.14,0.43,0.629171030421669,57.51,78.5,
343,Compostable Film,Bioplastic,E-commerce,5.346403739820031,13.18,0.96,2.52,71.72,59.83,46.27
344,Molded Pulp,Fiber,Automotive,5.301554947713919,19.63,0.94,0.6593544112320623,47.95,99.55,52.45
345,Tinplate,Metal,Pharmaceuticals,8.797009468794746,,0.06,5.0,63.59,242.95,52.03
346,LDPE,Plastic,Cosmetics,7.231700196104433,18.55,0.15,3.03,40.76,11.28,79.65
347,Rigid PVC,Plastic,Cosmetics,7.270187301735287,,0.22,4.88,96.09,45.35,81.88
348,Kraft Paper,Fiber,Pharmaceuticals,4.135912029316134,13.53,0.8,1.1014263716438775,72.77,79.45,49.9
349,Recycled PET,Plastic,E-commerce,6.749225229252943,8.43,0.38,2.10812650399801,76.79,29.99,33.95
350,Paperboard,Fiber,Retail,5.877579747142709,3.72,0.66,0.649879709435681,67.89,69.62,
351,Recycled PET,Plastic,Automotive,7.006272517160175,28.39,0.4,2.018162712852331,84.14,43.46,40.32
352,Bioplastic PHA,Bioplastic,Automotive,6.712979682376645,29.02,0.75,2.4347520974492203,85.68,67.61,55.77
353,HDPE,Plastic,Food,7.31738726323789,3.16,0.16,4.8,45.9,55.54,
354,Recycled PET,Plastic,E-commerce,6.325868854162859,5.15,0.36,3.1062625391885104,95.13,62.35,44.3
355,Molded Pulp,Fiber,E-commerce,4.21170624220129,15.66,0.57,0.8472759859514449,91.86,95.18,
356,Bioplastic PHA,Bioplastic,Automotive,6.284838556412631,19.53,0.7,1.4448033719314828,74.29,60.47,34.84
357,Aluminum,Metal,Automotive,8.053022621083244,11.42,0.01,9.398812918983399,69.4,161.41,77.98
358,Steel,Metal,Retail,9.171551162546926,14.49,0.08,2.3422574718268274,48.79,231.38,53.52
359,Steel,Metal,Pharmaceuticals,9.880460482849916,2.68,0.01,2.26295942774929,40.0,162.48,52.03
360,Bioplastic PHA,Bioplastic,Electronics,6.150948355751758,10.65,0.58,1.277793351801202,53.36,40.16,70.64
361,LDPE,Plastic,Pharmaceuticals,6.776339852413043,13.93,0.32,4.62,64.51,37.26,34.28
362,Recycled PET,Plastic,Cosmetics,7.286576436884706,4.26,0.2,2.2611640030011264,63.53,29.84,73.62
363,Glass,Glass,E-commerce,7.916505780983034,8.85,0.04,1.0787165197707178,41.2,112.28,51.58
364,Corrugated Cardboard,Fiber,Cosmetics,5.636850367947805,10.67,0.62,1.0622119037909368,76.67,21.69,
365,Corrugated Cardboard,Fiber,Electronics,6.824394426329576,9.3,0.98,1.135060863555215,49.22,26.22,13.84
366,Glass,Glass,Electronics,7.772205275601548,8.13,0.09,1.2120371426600032,41.79,86.23,
367,Glass,Glass,Automotive,8.922381127647828,13.15,0.01,1.0167559688247303,78.92,132.24,54.44
368,Corrugated Cardboard,Fiber,Cosmetics,6.716051925868191,11.12,0.63,0.6575201672334992,40.93,80.4,16.19
369,Kraft Paper,Fiber,Food,4.58737340436789,8.59,0.46,1.2775020243915214,69.06,73.56,53.09
370,Steel,Metal,Cosmetics,8.138722601750331,7.56,0.05,2.0068113442341944,95.77,207.16,90.72
371,HDPE,Plastic,Cosmetics,6.201556002754853,4.83,0.19,3.23,90.54,70.54,76.7
372,Aluminum,Metal,Automotive,8.036443651303099,21.43,0.08,11.076892591352534,40.71,201.1,9.67
373,Corrugated Cardboard,Fiber,Pharmaceuticals,4.283328882267785,7.52,0.61,1.0372644981979846,59.37,75.94,41.41
374,Glass,Glass,Cosmetics,8.366013546832713,3.51,0.03,1.3055517117223168,44.18,104.65,39.33
375,Corrugated Cardboard,Fiber,E-commerce,4.213565945380687,15.2,0.47,0.7439810835368885,85.55,64.1,94.13
376,Steel,Metal,Food,8.637951260587522,9.23,0.0,1.8849704927115845,96.67,,54.3
377,LDPE,Plastic,Automotive,7.689750621938909,13.8,0.27,3.01,70.14,16.66,59.49
378,Paperboard,Fiber,Electronics,4.069815807207478,20.77,0.73,1.0305090776272068,48.35,63.58,20.49
379,Tinplate,Metal,Automotive,9.628936965177871,18.61,0.07,4.92,45.34,183.01,62.75
380,Glass,Glass,Cosmetics,7.5637095495468,12.15,0.05,1.6197070245102303,73.85,143.09,27.46
381,Paperboard,Fiber,E-commerce,4.354494482864968,4.11,0.67,1.0507329774787915,52.36,94.52,5.6
382,Steel,Metal,Automotive,9.393474330728301,17.47,0.01,2.1712114932744107,62.37,240.44,53.78
383,Molded Pulp,Fiber,Electronics,5.886828540339652,23.14,0.77,0.6293658564021454,52.45,69.85,49.82
384,HDPE,Plastic,Automotive,7.754944027054106,27.8,0.13,4.52,89.96,83.55,51.15
385,HDPE,Plastic,Food,7.470142087607772,3.06,0.26,4.18,80.65,28.36,63.86
386,Bioplastic PHA,Bioplastic,Retail,6.606961860769697,18.41,0.42,2.4527331663915755,40.92,48.49,87.01
387,HDPE,Plastic,E-commerce,6.5640691451426125,5.88,0.28,3.99,61.59,,84.65
388,Tinplate,Metal,Cosmetics,8.354879087559446,7.1,0.08,4.79,69.79,138.0,93.89
389,Steel,Metal,Cosmetics,9.501229503281717,9.69,0.02,2.359099934158202,59.35,229.78,87.37
390,Bioplastic PHA,Bioplastic,Electronics,6.613669478534528,24.68,0.65,1.4392330550514472,77.0,131.7,49.95
391,Paperboard,Fiber,Pharmaceuticals,6.97151542600202,16.11,0.65,1.2859792305511955,85.54,,23.1
392,Glass,Glass,Retail,7.825235353822853,10.84,0.09,1.4815052717090578,84.34,129.16,63.97
393,Corrugated Cardboard,Fiber,Automotive,5.11605425737835,13.21,0.44,1.0076958607450726,78.52,89.35,78.27
394,Bioplastic PLA,Bioplastic,Cosmetics,6.5528259214839935,7.21,0.59,2.122109769144298,69.87,98.91,37.12
395,Tinplate,Metal,Food,8.681607080506035,8.1,0.03,5.83,95.26,149.01,36.9
396,Compostable Film,Bioplastic,Food,6.86151465120713,8.89,0.46,1.79,72.1,95.34,22.45
397,Glass,Glass,E-commerce,8.716825503686024,17.08,0.09,1.64941583047211,65.47,153.27,19.43
398,Bioplastic PHA,Bioplastic,Retail,5.857988054750036,14.49,0.54,1.984717910997254,49.59,40.22,69.69
399,Glass,Glass,Pharmaceuticals,8.501742135582994,4.9,0.01,1.10247659709296,49.61,186.9,26.74
400,Compostable Film,Bioplastic,Retail,6.5090857481693645,6.0,0.71,2.22,54.23,46.35,40.19
401,Molded Pulp,Fiber,Automotive,4.309371606507797,29.2,0.77,0.8367872541961489,64.11,48.6,
402,Compostable Film,Bioplastic,Retail,6.805105813359133,5.67,0.6,2.09,73.37,42.44,90.06
403,Corrugated Cardboard,Fiber,E-commerce,5.515757117343572,8.07,0.49,1.249658548228235,51.96,45.27,85.61
404,Aluminum,Metal,Food,9.652914932215483,4.77,0.0,8.898462447375408,44.0,171.14,55.46
405,Bioplastic PHA,Bioplastic,Cosmetics,5.640099202061224,6.56,0.41,1.55825053575627,71.07,131.97,78.92
406,Recycled PET,Plastic,Cosmetics,7.791046456992401,7.14,0.26,2.648115324416294,87.59,46.41,
407,HDPE,Plastic,E-commerce,6.778403357468326,13.66,0.1,3.2,52.06,13.78,48.13
408,Tinplate,Metal,Electronics,8.021675302960597,26.2,0.05,5.96,66.13,177.01,94.03
409,Bioplastic PLA,Bioplastic,E-commerce,6.810763952838528,7.78,0.53,1.6591074845416782,61.61,47.56,38.26
410,HDPE,Plastic,Pharmaceuticals,6.182573353572267,13.82,0.31,2.52,52.62,69.55,48.56
411,LDPE,Plastic,Retail,6.63862727518083,15.91,0.26,2.67,84.46,62.53,75.38
412,Rigid PVC,Plastic,Automotive,7.90012393410161,20.36,0.14,4.18,75.99,76.8,20.29
413,Recycled PET,Plastic,Retail,7.901214293875112,15.5,0.37,2.9194093737417885,74.64,68.87,85.02
414,Bioplastic PHA,Bioplastic,E-commerce,6.146875776246572,4.82,0.68,2.4146137566170616,55.71,62.25,33.24
415,Steel,Metal,E-commerce,9.263674424339598,9.65,0.09,1.9684848982827534,50.9,,67.65
416,LDPE,Plastic,Cosmetics,6.896891043956639,13.87,0.34,3.18,80.16,33.77,89.52
417,Kraft Paper,Fiber,E-commerce,4.879632315094193,6.85,0.51,0.6850509634106426,52.69,63.58,28.82
418,Aluminum,Metal,E-commerce,8.657329090739832,16.0,0.08,8.78988195943975,45.13,204.84,38.15
419,LDPE,Plastic,Electronics,7.345036912154077,11.6,0.22,4.72,87.81,66.7,82.23
420,Glass,Glass,Electronics,8.50474905887536,27.2,0.03,1.7095399201674155,97.78,179.05,
421,HDPE,Plastic,Electronics,7.583158087451697,6.68,0.13,5.0,58.95,77.34,77.6
422,Compostable Film,Bioplastic,Cosmetics,6.579236285589108,6.35,0.42,1.82,47.54,,37.44
423,Molded Pulp,Fiber,Automotive,4.273618309146071,16.26,0.79,1.0520675688586443,40.83,78.79,61.14
424,Bioplastic PLA,Bioplastic,Retail,5.9888406094051625,13.15,0.74,1.4288601838587403,90.14,104.56,57.29
425,Rigid PVC,Plastic,E-commerce,6.115117520033289,9.96,0.31,3.47,53.27,63.72,88.54
426,Kraft Paper,Fiber,Food,5.648586646971207,5.75,0.53,1.1711628572780322,96.9,68.46,77.4
427,Bioplastic PLA,Bioplastic,Automotive,5.883061002746754,11.07,0.67,2.292054994545154,79.3,81.04,89.75
428,Bioplastic PHA,Bioplastic,Pharmaceuticals,6.7754083655166,,0.82,2.269771508035417,55.97,57.18,62.23
429,Bioplastic PLA,Bioplastic,Electronics,5.701830025104157,22.63,0.67,2.3783898004593316,88.57,58.67,6.72
430,Corrugated Cardboard,Fiber,Retail,4.3512010492828175,10.16,0.67,0.7765687141213531,92.79,67.51,90.82
431,Rigid PVC,Plastic,E-commerce,6.285983364105672,17.01,0.29,2.7,82.95,18.54,58.47
432,Bioplastic PLA,Bioplastic,E-commerce,6.523021263434945,3.52,0.76,2.1325628931194176,91.21,112.49,
433,Rigid PVC,Plastic,Cosmetics,7.236436126632523,,0.32,3.22,86.55,99.75,7.7
434,Compostable Film,Bioplastic,Electronics,5.202245352245581,29.33,0.68,2.69,43.62,76.88,11.03
435,Aluminum,Metal,Pharmaceuticals,8.168213612229994,17.35,0.09,9.84215798909656,62.36,110.66,23.97
436,Paperboard,Fiber,Cosmetics,6.10290739437736,6.83,0.46,1.189398987023043,48.54,,73.34
437,Steel,Metal,Pharmaceuticals,8.145526012728387,16.37,0.03,2.3099434740131293,53.49,119.45,28.08
438,Corrugated Cardboard,Fiber,Pharmaceuticals,6.465580177871068,3.13,0.53,1.1435132125498073,48.52,40.84,82.82
439,Tinplate,Metal,Retail,9.412484454312992,16.93,0.07,,49.05,171.77,75.25
440,Kraft Paper,Fiber,Cosmetics,4.244046341925699,5.14,0.93,1.05931328637675,97.09,45.61,69.37
441,Bioplastic PHA,Bioplastic,Food,5.169675428170384,7.53,0.74,1.2661431542045603,85.07,134.84,33.25
442,Tinplate,Metal,Retail,9.97327915700235,19.81,0.09,4.74,51.32,173.41,71.75
443,Tinplate,Metal,Pharmaceuticals,8.748541591512241,17.09,0.04,,63.59,149.23,45.86
444,Recycled PET,Plastic,Automotive,6.741284294133782,27.8,0.35,2.8175403783454076,82.7,56.16,83.26
445,Glass,Glass,Pharmaceuticals,8.625599134515005,18.78,0.07,1.7877357916196066,47.64,182.56,19.88
446,Molded Pulp,Fiber,Pharmaceuticals,6.841745732151576,9.32,0.94,1.2561716465479833,73.44,60.29,38.41
447,Glass,Glass,Automotive,8.972002127645741,28.78,0.09,1.0345389886376093,82.31,148.79,35.39
448,Bioplastic PLA,Bioplastic,Electronics,6.506756370517883,11.32,0.71,1.2472222235941557,74.16,122.68,61.11
449,Compostable Film,Bioplastic,Food,5.752519171061832,4.39,0.54,1.53,72.15,61.95,31.46
450,Steel,Metal,Food,8.167001433397338,9.5,0.06,1.8922101414181933,85.58,188.49,5.58
451,LDPE,Plastic,Electronics,7.554293831854873,20.38,0.33,3.78,80.84,94.17,38.82
452,Kraft Paper,Fiber,Automotive,5.675212749207415,23.49,0.86,1.108185936989707,77.5,30.41,65.3
453,Bioplastic PLA,Bioplastic,Food,5.848444018493953,,0.78,2.2266779947854176,89.47,142.12,94.68
454,LDPE,Plastic,Cosmetics,7.812708770189472,5.88,0.2,3.66,84.86,,22.02
455,HDPE,Plastic,Automotive,6.2223949646123025,22.22,0.16,2.64,72.97,68.64,23.97
456,Compostable Film,Bioplastic,E-commerce,5.985250208581718,17.03,0.96,1.73,58.45,122.44,43.8
457,Steel,Metal,Electronics,8.022707289534837,15.46,0.03,1.9494579564174703,57.04,106.22,62.34
458,HDPE,Plastic,Electronics,6.937321283988252,9.81,0.19,4.05,74.78,55.57,
459,Corrugated Cardboard,Fiber,Cosmetics,4.168909827045512,10.2,0.81,0.9540968850662803,60.12,49.21,76.5
460,LDPE,Plastic,Cosmetics,6.237635832536144,7.64,0.35,2.72,97.52,58.69,93.64
461,Steel,Metal,Food,8.23505249355421,1.56,0.01,2.38849211960784,74.52,,92.13
462,Recycled PET,Plastic,Retail,7.298420604232128,6.44,0.24,3.099202317149376,83.57,77.85,57.01
463,Molded Pulp,Fiber,E-commerce,6.23813463779627,18.95,0.87,0.9795660438442938,90.17,,69.54
464,Aluminum,Metal,Retail,9.16673753019432,15.63,0.03,10.361390761835091,46.21,166.01,70.67
465,Molded Pulp,Fiber,Food,6.886517645423625,8.77,0.89,0.9558523828413961,68.18,20.52,
466,Compostable Film,Bioplastic,Food,5.749741159047408,7.6,0.78,2.17,62.63,79.06,
467,LDPE,Plastic,Retail,6.571424172563722,12.47,0.13,4.68,70.34,72.97,41.98
468,Compostable Film,Bioplastic,Electronics,6.737198256378921,7.07,0.55,2.56,45.73,48.32,37.54
469,HDPE,Plastic,E-commerce,6.447191677038905,6.07,0.37,4.46,80.58,65.52,82.71
470,LDPE,Plastic,Pharmaceuticals,7.926445078881223,16.21,0.32,3.9,54.28,48.12,76.42
471,Aluminum,Metal,Retail,8.024308949379632,6.32,0.01,9.190193805275282,41.58,178.54,24.64
472,Bioplastic PHA,Bioplastic,Retail,6.939757653415278,4.48,0.81,1.8475329892885242,83.22,48.41,85.63
473,Steel,Metal,Automotive,8.086319823901153,16.56,0.02,2.2822197114350633,67.07,172.32,80.68
474,Kraft Paper,Fiber,Automotive,6.673429341094213,26.17,0.89,1.2113260411025655,66.63,37.3,88.93
475,Glass,Glass,E-commerce,8.055402218172599,14.31,0.05,1.5090330831833985,67.58,128.93,19.51
476,Paperboard,Fiber,Food,6.978894388357901,9.35,0.91,1.1327850759302107,53.87,56.11,74.62
477,Tinplate,Metal,Pharmaceuticals,8.147593129470797,13.67,0.02,5.36,94.53,107.02,33.77
478,Rigid PVC,Plastic,Electronics,7.107708568802641,29.06,0.23,4.38,70.84,58.4,30.03
479,Tinplate,Metal,Retail,9.938605071238198,12.01,0.0,5.81,49.06,133.01,51.64
480,Paperboard,Fiber,Retail,5.5692935325104465,7.72,0.98,0.712050144468201,58.16,85.28,9.52
481,LDPE,Plastic,Cosmetics,7.258797276270525,7.7,0.19,2.73,58.26,13.87,75.29
482,Aluminum,Metal,Pharmaceuticals,9.391497377969234,18.08,0.07,9.846229897679159,94.7,135.57,14.69
483,Rigid PVC,Plastic,Retail,6.9090821295355465,9.81,0.17,3.87,55.91,91.14,24.37
484,Steel,Metal,Cosmetics,9.255116160168127,16.91,0.07,1.8065321338789653,58.81,135.08,23.98
485,Glass,Glass,Automotive,8.1686286238462,12.65,0.04,1.1973430916172985,66.36,,94.79
486,LDPE,Plastic,Retail,7.802316020981978,9.76,0.19,3.0,43.81,89.84,42.79
487,Bioplastic PLA,Bioplastic,Retail,5.090892760682916,4.88,0.5,2.0896925726695073,83.92,138.78,12.57
488,Compostable Film,Bioplastic,Automotive,5.56192637918446,10.33,0.8,2.2,49.46,65.72,
489,Bioplastic PHA,Bioplastic,Automotive,6.9008229681531175,12.71,0.54,2.487714927024045,93.73,86.16,9.56
490,HDPE,Plastic,Electronics,7.780527567781832,26.45,0.32,4.87,85.33,38.23,27.31
491,Compostable Film,Bioplastic,Pharmaceuticals,5.911313505571426,12.19,0.4,1.12,71.05,102.27,72.63
492,Tinplate,Metal,Retail,9.240265195603074,5.5,0.01,4.82,49.47,133.27,33.58
493,Bioplastic PLA,Bioplastic,E-commerce,5.554762365962265,3.62,0.52,1.1487671493808238,76.33,71.61,30.18
494,Kraft Paper,Fiber,Food,4.564363479171284,8.84,0.86,0.8810460211029018,68.09,72.44,54.75
495,Rigid PVC,Plastic,Food,6.927396809879964,3.67,0.37,3.87,82.57,41.19,41.69
496,Paperboard,Fiber,E-commerce,5.060056684078159,,0.6,1.1600496780894116,54.3,97.84,36.03
497,Bioplastic PLA,Bioplastic,Pharmaceuticals,6.167312223701744,4.2,0.47,1.3060534519433482,90.76,,17.7
498,Bioplastic PLA,Bioplastic,Food,5.1554692739299695,2.41,0.84,1.8326274239534293,78.93,69.77,12.31
499,Compostable Film,Bioplastic,Electronics,6.948789615332333,29.71,0.99,2.59,78.25,,82.95
500,Molded Pulp,Fiber,Retail,6.958632233438808,13.15,0.65,1.1131499072207722,59.16,60.78,81.55
501,Kraft Paper,Fiber,Retail,6.094485142059235,14.4,0.89,1.0311898151821253,85.21,11.46,78.65
502,Tinplate,Metal,Electronics,9.07219273268824,29.8,0.03,4.42,84.39,137.95,82.9
503,LDPE,Plastic,Cosmetics,6.619055232572656,19.62,0.3,4.62,58.81,70.88,58.48
504,Paperboard,Fiber,Electronics,6.4413850591208455,19.38,0.66,0.7316173142307913,84.58,30.36,67.31
505,Steel,Metal,Electronics,9.369462345107758,23.68,0.02,2.048769198080018,47.6,190.9,81.45
506,HDPE,Plastic,Cosmetics,6.325233878689783,8.14,0.24,4.82,59.25,51.88,6.23
507,Recycled PET,Plastic,Food,7.821854368987685,5.34,0.33,3.1756876767280957,82.01,54.33,62.01
508,Recycled PET,Plastic,Automotive,7.645074485846338,26.12,0.28,2.831339771198025,41.43,42.65,54.2
509,Bioplastic PHA,Bioplastic,Food,6.899599826583848,8.2,0.92,1.007844420314369,89.39,149.06,70.42
