material_id,material_name,material_type,product_category,strength_score,weight_capacity_kg,biodegradability_score,co2_emission_score,recyclability_percent,cost_per_unit,recycled_content_percent,norm_co2,norm_cost,norm_strength,norm_recyclability,norm_biodegradability,co2_impact_index,cost_efficiency_index,material_suitability_score
206,Tinplate,Metal,Automotive,8.018394103233259,17.82,0.05,4.79,71.3,194.19,65.69,0.36801196872361225,0.7680724147999833,0.668957505726266,0.5399344488528549,0.05,0.6319880312763877,0.4067395534105164,0.47366393807874296
207,Compostable Film,Bioplastic,Automotive,5.202943085732064,12.83,0.53,2.64,58.71,42.52,18.84,0.1791710289519536,0.1354023276185709,0.19848071455749902,0.32275314818009315,0.53,0.8208289710480464,0.598150889251857,0.5596851147191466
208,Molded Pulp,Fiber,Food,5.990505307324168,6.16,0.96,0.8182712931596817,67.8,38.24,59.57,0.019163140110681924,0.11754890918950486,0.33008653705525837,0.4795583922718647,0.96,0.9808368598893181,0.6615052693084004,0.7325477074537944
209,Corrugated Cardboard,Fiber,Automotive,4.015184751538656,26.59,0.59,0.9542993039881708,87.86,69.97,15.96,0.031110887738645284,0.24990614441246403,0.0,0.8255994479903398,0.59,0.9688891122613548,0.45005631335252155,0.6568007016146048
210,Bioplastic PHA,Bioplastic,Food,5.321616102834997,3.09,0.45,1.6592675329493651,47.08,105.37,89.28,0.09303035883920052,0.3975722688024027,0.2183116048616953,0.12213213731240294,0.45,0.9069696411607995,0.4487812806632365,0.4980438004626991
211,Bioplastic PLA,Bioplastic,Food,6.0974675787331725,8.66,0.4,1.1584970263926158,74.95,80.13,39.78,0.04904618531915118,0.2922871563842656,0.34796049966935305,0.6028980507158875,0.4,0.9509538146808488,0.5638119060371818,0.641614781023663
212,Bioplastic PHA,Bioplastic,Cosmetics,6.383790395385386,5.81,0.69,1.9612394720353092,75.93,72.71,43.73,0.1195534587283446,0.2613356692946231,0.39580656027547745,0.619803346558565,0.69,0.8804465412716554,0.6015212225334171,0.6815555933541118
213,Recycled PET,Plastic,Cosmetics,7.3039225190052015,,0.18,2.3240572737643994,80.11,65.62,61.99,0.15142083298155795,0.23176073082217497,0.5495655162228509,0.6919096084181473,0.18,0.848579167018442,0.6807697679958353,0.645104665410406
214,Steel,Metal,Electronics,8.44853861892112,10.52,0.02,2.2337115684284807,89.18,208.65,76.29,0.14348549907459596,0.8283902723897719,0.740836934713555,0.8483698464723134,0.02,0.856514500925404,0.39930061045155885,0.6035371656563291
215,Tinplate,Metal,Automotive,9.424358442695072,17.08,0.05,4.96,50.26,158.06,91.74,0.38294357791485967,0.6173611980144329,0.9039016005856353,0.17698809729170256,0.05,0.6170564220851403,0.5911439214255945,0.46619068649884476
216,Aluminum,Metal,Food,8.4744981749936,4.77,0.08,10.600804369592613,79.5,128.45,60.71,0.878392321273905,0.49384724481708586,0.7451749141581366,0.6813869242711748,0.08,0.12160767872609501,0.6017616187730032,0.40971758458112795
217,Rigid PVC,Plastic,E-commerce,6.650799396318536,13.33,0.16,2.66,42.47,43.43,28.93,0.18092768885680627,0.13919826471447044,0.4404251798825413,0.042608245644298756,0.16,0.8190723111431937,0.6926511131243343,0.4954486387411556
218,HDPE,Plastic,Retail,7.492982810236048,,0.14,2.82,90.15,31.91,63.65,0.19498096809562734,0.09114420389604973,0.581158493192724,0.8651026392961878,0.14,0.8050190319043726,0.7777768749394598,0.6880863054846867
219,Molded Pulp,Fiber,Electronics,5.948898697141644,26.49,0.64,0.7064173971900537,47.72,19.19,64.28,0.00933867739811174,0.03808451174237685,0.3231338519158603,0.133172330515784,0.64,0.9906613226018882,0.7064028337209179,0.6287469565055387
220,Recycled PET,Plastic,Electronics,7.698446820988356,6.91,0.18,2.0920244406660022,54.68,80.31,79.26,0.13104069425589202,0.29303800108455347,0.6154926186591316,0.25323443160255305,0.18,0.868959305744108,0.6703742468129206,0.5674775016128862
221,Aluminum,Metal,Food,9.315225784600688,5.05,0.02,11.12304634427376,66.14,232.37,14.51,0.924262398151577,0.9273349184499229,0.8856649548500851,0.45092289115059514,0.02,0.07573760184842304,0.39786503087008035,0.30393861198717453
222,LDPE,Plastic,Electronics,7.136617206670943,6.2,0.11,4.37,78.22,82.19,14.48,0.33112211072170683,0.30088015684311514,0.5216079115608557,0.6593065378644126,0.11,0.6688778892782932,0.6281150705184732,0.5582142331420743
223,Corrugated Cardboard,Fiber,E-commerce,4.281024303484277,8.98,0.68,0.921860296638524,96.3,94.81,75.55,0.02826167256042806,0.35352271305218375,0.04442319848140125,0.9711919958599275,0.68,0.9717383274395719,0.4056556515612503,0.6936161301423097
224,Molded Pulp,Fiber,Cosmetics,5.1031474091783,11.89,0.9,0.640714656853833,64.61,17.44,51.32,0.0035678089187325874,0.03078463271180078,0.18180432793749585,0.42452992927376226,0.9,0.9964321910812675,0.6542509515479179,0.7005788138598616
225,Corrugated Cardboard,Fiber,Retail,4.795607103045176,6.1,0.99,1.296406422018837,40.6,32.99,28.46,0.0611591806091033,0.09564927209777667,0.13041271235435922,0.010350181128169768,0.99,0.9388408193908967,0.5947755216830777,0.5939574336991084
226,Recycled PET,Plastic,Electronics,6.487979286758167,16.96,0.37,2.08667084149455,47.26,52.69,15.26,0.1305704716053349,0.17782505318483294,0.41321707638241456,0.12523719165085387,0.37,0.8694295283946651,0.6585917986420661,0.5473459541473283
227,Rigid PVC,Plastic,E-commerce,7.946021109504891,11.37,0.28,2.89,42.54,19.97,58.87,0.2011292777626116,0.04133817211029074,0.656863594788039,0.043815766775918565,0.28,0.7988707222373884,0.837942534649041,0.5655963631674644
228,Recycled PET,Plastic,Electronics,6.786195449333521,18.75,0.22,3.042552843287829,55.88,93.55,65.84,0.21452845092136144,0.3482668001501689,0.463050578144999,0.2739347938588926,0.22,0.7854715490786386,0.5762601511678982,0.5137985191018446
229,Molded Pulp,Fiber,Automotive,6.676139665531339,29.85,0.8,1.2885752476843897,91.0,33.26,53.96,0.06047134511104158,0.09677553914820838,0.4446596732097147,0.8797653958944281,0.8,0.9395286548889584,0.7197985457949608,0.8022272794152848
230,Bioplastic PHA,Bioplastic,E-commerce,6.262277251994526,19.61,0.85,1.3587701563238883,50.47,45.92,33.81,0.06663677418763164,0.14958494973511868,0.3755010698116079,0.180610660686562,0.85,0.9333632258123683,0.6604494580835719,0.6462935713830766
231,Glass,Glass,Cosmetics,8.589622607083296,,0.07,1.113799494949757,79.75,91.02,91.86,0.04512026725257317,0.33771326075167896,0.7644128170937587,0.6856994997412454,0.07,0.9548797327474269,0.7031371703864961,0.686329394078477
232,Tinplate,Metal,Cosmetics,9.005274186210384,8.16,0.04,5.52,83.12,,14.53,0.4321300552507335,,0.8338703995472814,0.7438330170777989,0.04,0.5678699447492666,,
233,Aluminum,Metal,E-commerce,9.15380776925272,12.39,0.09,8.485539757689715,49.33,183.71,78.06,0.6926022946797301,0.7243565678054479,0.8586911487260684,0.16094531654303948,0.09,0.3073977053202699,0.5088625188071586,0.35099311947908535
234,LDPE,Plastic,E-commerce,6.985035387637728,7.0,0.16,,78.14,37.98,71.81,,0.11646435573353354,0.4962777859877365,0.65792651371399,0.16,,0.7286325009549744,
235,Kraft Paper,Fiber,Retail,4.585728963394134,14.38,0.63,0.8122926032973169,70.4,86.32,80.6,0.018638013872443664,0.3181078713552747,0.09534096254742054,0.5244091771606004,0.63,0.9813619861275563,0.44727166220580333,0.61514244307658
236,LDPE,Plastic,Electronics,7.444904230523011,23.74,0.33,4.2,83.86,85.78,47.33,0.3161905015304594,0.31585533725441123,0.57312430763356,0.7565982404692082,0.33,0.6838094984695406,0.6397365207007772,0.6232090585732541
237,Molded Pulp,Fiber,E-commerce,4.842317087322567,8.94,0.79,0.6707320677074526,52.6,22.4,64.67,0.006204328023434689,0.05147457556417636,0.13821819836060303,0.21735380369156462,0.79,0.9937956719765653,0.6244025340057353,0.6300319156687767
238,Glass,Glass,Retail,7.048631932862907,13.15,0.04,1.5537290733553055,45.39,150.58,48.29,0.08376059981976078,0.5861594293580279,0.506905105852643,0.09297912713472486,0.04,0.9162394001802392,0.4510663847262405,0.4629247522478412
239,Kraft Paper,Fiber,Cosmetics,5.936416887721503,12.44,0.74,0.6436042586910439,75.0,70.88,77.45,0.0038216113031534307,0.25370208150836354,0.32104807538930585,0.6037605658099017,0.74,0.9961783886968466,0.5761979812507042,0.7067599326226409
240,Tinplate,Metal,Pharmaceuticals,8.354221358814097,10.97,0.01,4.12,59.39,217.73,68.69,0.3091638619110489,0.8662662161598464,0.7250760205256871,0.3344833534586855,0.01,0.6908361380889512,0.370270678514367,0.44072278379958296
241,Tinplate,Metal,Pharmaceuticals,9.880917168705828,9.92,0.01,4.66,65.17,113.29,24.86,0.3565936793420701,0.430609435615067,0.9801949841531048,0.43419009832672073,0.01,0.6434063206579299,0.7337123322922018,0.5628074973510842
242,HDPE,Plastic,Pharmaceuticals,7.907857154005175,19.97,0.38,4.11,64.43,67.26,75.71,0.30828553195862257,0.23860176031368624,0.6504861954974095,0.4214248749353115,0.38,0.6917144680413774,0.7170334220107519,0.5931062904519045
243,HDPE,Plastic,Retail,7.829728780440897,17.12,0.22,3.93,74.09,26.6,37.6,0.2924755928149488,0.06899428523755892,0.637430530076393,0.5880627910988443,0.22,0.7075244071850513,0.8135756408880219,0.6300068436049291
244,Paperboard,Fiber,Cosmetics,5.110476100766333,2.44,0.9,0.9565954897048528,70.05,36.89,89.66,0.031312568607774816,0.11191757393734618,0.1830289911549947,0.5183715715025012,0.9,0.9686874313922251,0.6060610520995903,0.6990987058585647
245,Compostable Film,Bioplastic,Cosmetics,5.030913233057735,17.71,0.91,1.37,86.55,90.4,48.47,0.06762312499381107,0.33512701789513205,0.16973361415747582,0.8030015525271692,0.91,0.9323768750061889,0.4668172349259111,0.7104910431545158
246,Glass,Glass,Food,8.856637125175451,7.55,0.05,1.7973574830823815,82.31,171.86,19.3,0.10515921277228903,0.6749259583698328,0.8090323586473417,0.7298602725547697,0.05,0.894840787227711,0.518657368437037,0.6324918686532606
247,LDPE,Plastic,Pharmaceuticals,6.856368296634629,15.52,0.3,4.89,44.0,15.13,30.4,0.3767952682478754,0.021148792391440373,0.47477683295113043,0.06900120752113162,0.3,0.6232047317521245,0.7772214577455879,0.4875447087613737
248,LDPE,Plastic,Retail,7.933309638087339,18.31,0.17,3.18,84.05,50.48,74.9,0.22660084638297487,0.16860634880907685,0.6547394405241616,0.759875797826462,0.17,0.7733991536170252,0.7607319669242185,0.6651518414338706
249,LDPE,Plastic,Electronics,7.927239954178505,5.84,0.12,4.77,48.08,57.92,42.0,0.36625530881875956,0.19964126308764027,0.6537251641644999,0.13938243919268584,0.12,0.6337446911812404,0.7417053078132158,0.48679873856266326
250,Aluminum,Metal,Automotive,9.70601891093472,10.44,0.07,11.255881078024077,72.49,240.52,9.7,0.9359296706891247,0.9613314979351771,0.950968558054529,0.5604623080903915,0.07,0.0640703293108753,0.40358852446070537,0.33780754733197016
251,LDPE,Plastic,Automotive,6.588897784139172,29.63,0.18,4.14,51.49,60.88,46.75,0.31092052181590146,0.21198848704792894,0.4300810923152965,0.1982059686044506,0.18,0.6890794781840985,0.6448393446973613,0.4775829825819897
252,Recycled PET,Plastic,E-commerce,6.770195457203851,8.29,0.13,2.9228291573465164,53.07,32.59,81.56,0.20401276098364776,0.09398072831935929,0.4603768946359981,0.22546144557529757,0.13,0.7959872390163523,0.7277623208627837,0.5313667304992609
253,Aluminum,Metal,Electronics,9.702273343033712,7.87,0.09,9.225014483146447,43.92,206.18,53.92,0.7575525747228178,0.8180870145580446,0.9503426538011013,0.06762118337070902,0.09,0.24244742527718222,0.4892848527856138,0.31711394283381006
254,Glass,Glass,Automotive,7.633844010312555,19.69,0.02,1.4991166690333109,89.3,160.28,46.61,0.07896382877075833,0.6266216159846494,0.604697146502699,0.8504398826979472,0.02,0.9210361712292416,0.46590588901028995,0.6263450148112042
255,Molded Pulp,Fiber,E-commerce,4.5084782400582775,7.23,0.87,0.968929024738156,60.65,98.03,76.46,0.032395859931679774,0.3669544904684437,0.0824319571324455,0.35621873382784197,0.87,0.9676041400683202,0.412800088571912,0.603468206642287
256,Corrugated Cardboard,Fiber,Retail,5.670403787375051,11.81,0.86,0.89825836872326,41.04,21.36,64.37,0.02618864453812974,0.047136361740291156,0.27659587605005703,0.017940313955494207,0.86,0.9738113554618703,0.6823565333758481,0.6229801903786277
257,Bioplastic PLA,Bioplastic,Pharmaceuticals,6.872309548321562,19.04,0.74,1.1960655651102992,72.36,100.78,13.47,0.0523459426016141,0.3784257289450632,0.4774407006207369,0.5582197688459548,0.74,0.9476540573983859,0.5639208428812568,0.6956644517710946
258,Molded Pulp,Fiber,Pharmaceuticals,6.088089390024919,10.96,0.46,1.2206229506683268,87.68,44.24,74.81,0.054502891330503817,0.14257706586576566,0.3463933546176341,0.822494393651889,0.46,0.9454971086694962,0.6530111023275942,0.7150401223748887
259,Molded Pulp,Fiber,Cosmetics,5.710183510268095,11.42,0.57,0.9148492541749258,73.5,67.11,76.81,0.02764587170107695,0.2379760563967797,0.2832432786381201,0.5778851129894773,0.57,0.9723541282989231,0.5705116776171802,0.6637355083556795
260,Tinplate,Metal,Retail,8.194352987541537,11.59,0.02,5.39,86.01,147.51,,0.42071176586919135,0.5733533558586743,0.698361168142126,0.7936863895118166,0.02,0.5792882341308087,0.5353324537416458,0.53919297839123
261,Molded Pulp,Fiber,Cosmetics,5.845021680097509,19.7,0.48,0.7362357582745356,50.69,90.46,63.89,0.011957713365388119,0.3353772994618946,0.3057754516626451,0.1844057271002242,0.48,0.9880422866346119,0.5210838009879212,0.5661423268236732
262,HDPE,Plastic,E-commerce,7.980107700208526,13.08,0.13,4.71,86.61,55.47,92.04,0.36098532910420167,0.18942143244483375,0.6625596448050494,0.8040365706399862,0.13,0.6390146708957983,0.7513709984551195,0.6261104294910215
263,Tinplate,Metal,E-commerce,8.280168030473048,14.02,0.06,4.33,91.15,164.12,19.6,0.32760879091200157,0.6426396362574563,0.7127013167653689,0.8823529411764707,0.06,0.6723912090879984,0.49949674495167373,0.583332268876149
264,HDPE,Plastic,E-commerce,7.036659304727474,11.49,0.32,4.73,44.61,75.83,21.87,0.36274198900905436,0.27435031076627875,0.5049044162181933,0.07952389166810418,0.32,0.6372580109909456,0.63735158002751,0.46491051825960134
265,Rigid PVC,Plastic,Electronics,7.754746143855911,18.52,0.31,3.29,67.33,83.95,46.33,0.23626247585966437,0.3082217494681517,0.6249005339817751,0.4714507503881318,0.31,0.7637375241403357,0.665027163911819,0.5986582516958593
266,Bioplastic PHA,Bioplastic,Food,6.481537235508409,8.92,0.72,1.5516390263159343,46.55,49.59,69.72,0.08357702472809482,0.16489383890209822,0.41214057546597493,0.11298947731585299,0.72,0.9164229752719052,0.665919926845131,0.6132188273026223
267,Molded Pulp,Fiber,Pharmaceuticals,6.091047222985804,15.31,0.51,0.889890826770249,65.26,61.95,71.43,0.025453698265578396,0.21645184165519543,0.34688762418638164,0.4357426254959463,0.51,0.9745463017344216,0.6088839446814354,0.6429221642085128
268,LDPE,Plastic,Cosmetics,7.404968167974219,6.57,0.11,4.35,46.17,38.34,5.34,0.32936545081685414,0.11796604513410922,0.5664507798601852,0.10643436260134556,0.11,0.6706345491831458,0.7558006848636085,0.4845724864771335
269,Tinplate,Metal,Retail,8.71898230243951,13.8,0.1,4.15,44.47,,,0.31179885176832783,,0.7860295079896199,0.07710884940486457,0.1,0.6882011482316721,,
270,Tinplate,Metal,Automotive,8.587183688528986,11.37,0.08,4.82,84.04,235.54,25.95,0.3706469585808912,0.9405581278938806,0.7640052608733803,0.7597032948076593,0.08,0.6293530414191089,0.3412672276130238,0.5144639043778585
271,Recycled PET,Plastic,Cosmetics,7.618722310957027,18.18,0.3,3.241306843350311,40.01,25.22,40.08,0.2319856100633035,0.06323780920201894,0.602170230372536,0.00017250301880279473,0.3,0.7680143899366965,0.802925406627803,0.5363871922789738
272,Kraft Paper,Fiber,Automotive,6.430340184037542,17.63,0.48,1.1135300663929817,86.54,53.12,6.62,0.0450966025354277,0.17961873774663162,0.40358527674346556,0.8028290495083665,0.48,0.9549033974645723,0.6536628680494072,0.7228110738277433
273,Steel,Metal,Automotive,9.734144637160208,15.6,0.09,2.3385134255489377,92.82,213.09,,0.15269056009247606,0.8469111083302049,0.9556685160156527,0.9111609453165429,0.09,0.8473094399075239,0.4741207414081382,0.6640220579891656
274,Bioplastic PLA,Bioplastic,E-commerce,6.826481105112943,15.08,0.58,1.016546896642971,56.33,136.0,,0.036578280248159636,0.5253410086347141,0.46978252480058447,0.2816974297050198,0.58,0.9634217197518403,0.47270840473940534,0.5975213555314659
275,Glass,Glass,E-commerce,8.022684797721876,3.74,0.02,1.3329231985438093,67.19,116.15,58.85,0.06436655846789745,0.4425395236307513,0.6696745035224776,0.46903570812489215,0.02,0.9356334415321026,0.6023460872305403,0.595051146244492
276,Molded Pulp,Fiber,Electronics,5.504548884061599,23.58,0.43,0.9369409061447264,89.43,70.1,58.39,0.02958624766344232,0.25044842114044963,0.24888064242479796,0.8526824219423841,0.43,0.9704137523365577,0.5492832042856494,0.6883694754033363
277,Recycled PET,Plastic,Retail,7.59659035793355,11.56,0.35,2.028788415234585,64.89,34.1,76.02,0.1254864847350114,0.10027948108288491,0.5984718636895223,0.4293600138002415,0.35,0.8745135152649886,0.779221056826078,0.6553785079150166
278,Bioplastic PHA,Bioplastic,Retail,6.29992786155553,6.54,0.53,1.3897198131175514,82.78,97.78,7.94,0.06935517524555054,0.3659116506069328,0.3817926862743696,0.7379679144385027,0.53,0.9306448247544494,0.5331700841455881,0.6777588199778694
279,Molded Pulp,Fiber,Electronics,6.10590063177311,28.9,0.42,1.1322028761854943,44.77,91.96,46.8,0.04673669134910003,0.3416343386309598,0.3493697075402495,0.08228393996894952,0.42,0.9532633086508999,0.5347672798375239,0.5340645713024659
280,Tinplate,Metal,Electronics,9.591585338872202,9.12,0.02,5.9,65.82,218.32,62.56,0.4655065934429337,0.8687273182330122,0.93184610149205,0.4454027945489045,0.02,0.5344934065570663,0.45150204965701274,0.45848870344035897
281,Aluminum,Metal,Retail,9.780010683635131,6.22,0.08,8.548438822915996,55.24,140.74,,0.698126907976516,0.5451132524089601,0.9633329755409588,0.2628946006555115,0.08,0.301873092023484,0.6582652387710074,0.41604045498499526
282,Recycled PET,Plastic,Electronics,6.675990313703071,15.17,0.37,2.802965197178888,42.31,64.37,86.66,0.19348475034048143,0.22654653151462065,0.44463471572742075,0.03984819734345355,0.37,0.8065152496595186,0.6419259673821959,0.5103691777848374
283,Molded Pulp,Fiber,Pharmaceuticals,5.126748857919832,10.11,0.68,0.7506413104120663,67.25,50.27,47.69,0.013222996157751339,0.16773036332540775,0.18574825514554413,0.4700707262377092,0.68,0.9867770038422486,0.573661084062973,0.654037342930514
284,Corrugated Cardboard,Fiber,E-commerce,4.281945819522607,17.37,0.43,0.6084845422507252,88.95,35.64,,0.0007369414161283416,0.10670337462979185,0.044577188696833574,0.8444022770398483,0.43,0.9992630585838717,0.5538088507008583,0.6760693045280292
285,Bioplastic PHA,Bioplastic,Electronics,6.156560281992348,14.92,0.43,1.3618021863993122,87.37,71.3,78.64,0.06690308647082187,0.2554540524757018,0.35783520366457305,0.8171468000690013,0.43,0.9330969135291781,0.5898616499804081,0.691107366934113
286,Bioplastic PHA,Bioplastic,Cosmetics,5.071884547593484,12.35,0.42,2.463810632365081,42.6,89.57,88.65,0.16369578906267343,0.3316647895549159,0.176580138026271,0.044850784888735576,0.42,0.8363042109373265,0.4716331814775589,0.4584277294309619
287,Rigid PVC,Plastic,Electronics,6.93119603626492,,0.36,,54.97,70.71,31.71,,0.25299295040253617,0.487280944943431,0.2582370191478351,0.36,,0.6431166077358508,
288,Compostable Film,Bioplastic,Retail,6.085289269415153,14.99,0.92,1.0,81.62,131.25,8.65,0.03512491675403725,0.5055270512660076,0.3459254396188721,0.7179575642573746,0.92,0.9648750832459627,0.43505394508794426,0.714410068059137
289,Bioplastic PLA,Bioplastic,Food,5.573082504256568,6.99,0.88,2.202305667824485,45.35,105.6,54.46,0.14072702475625465,0.3985316814749927,0.2603329736911133,0.09228911505951357,0.88,0.8592729752437454,0.4650141805914498,0.5505265581020001
290,Corrugated Cardboard,Fiber,Electronics,5.772499781707032,13.03,0.85,1.2717036510247235,77.47,68.18,84.92,0.058989462241897515,0.24243941100404626,0.2936566579659601,0.6463688114542004,0.85,0.9410105377581025,0.5719990165839564,0.711442343560856
291,Rigid PVC,Plastic,Food,6.061000499878099,2.25,0.13,2.89,49.97,67.41,71.69,0.2011292777626116,0.23922746423059274,0.34186665746205347,0.17198550974642055,0.13,0.7988707222373884,0.5932101844464658,0.47604753047832243
292,Rigid PVC,Plastic,Automotive,6.074696377498428,29.83,0.35,4.24,70.88,50.4,12.6,0.3197038213401647,0.1682726400533934,0.3441553112212553,0.532689322063136,0.35,0.6802961786598354,0.636698540456466,0.55671688424682
293,Tinplate,Metal,Food,9.645201121319316,8.27,0.02,4.93,87.37,,39.87,0.38030858805758067,,0.940805582983619,0.8171468000690013,0.02,0.6196914119424193,,
294,HDPE,Plastic,Food,6.720381282822526,1.7,0.26,4.65,74.24,30.37,39.58,0.3557153493896438,0.0847203103491428,0.45205268200648924,0.5906503363808866,0.26,0.6442846506103562,0.72998888659311,0.5781179523082106
295,Molded Pulp,Fiber,Pharmaceuticals,4.381181537955654,15.67,0.46,0.9414978307484536,40.71,43.3,7.47,0.02998649600048253,0.1386559879864848,0.0611600033462407,0.012247714335000878,0.46,0.9700135039995175,0.5412704085466054,0.5038871965381309
296,LDPE,Plastic,Electronics,7.044486520109609,17.79,0.15,4.11,42.6,78.57,90.2,0.30828553195862257,0.2857798356484378,0.5062123854046159,0.044850784888735576,0.15,0.6917144680413774,0.6310170527727836,0.4473599991238178
297,Molded Pulp,Fiber,E-commerce,6.3099806592958325,8.82,0.4,0.6768153390742524,85.92,63.64,14.11,0.0067386399684544514,0.22350143911900888,0.3834725620717911,0.7921338623425911,0.4,0.9932613600315455,0.6192881613573111,0.7095744770244887
298,Bioplastic PHA,Bioplastic,Food,5.431642054993686,6.22,0.74,1.8219392334605395,49.71,146.92,25.56,0.10731830153630935,0.5708922537855087,0.2366975247711992,0.16750043125754702,0.74,0.8926816984636906,0.3521436576371745,0.5240102626770301
299,Steel,Metal,Cosmetics,9.245780951638,4.44,0.01,2.1180641341919726,93.69,162.12,40.59,0.13332783853347815,0.6342969173653694,0.8740603550994795,0.9261687079523891,0.01,0.8666721614665218,0.5690459916205702,0.6764029234455248
300,Glass,Glass,Cosmetics,7.170694929987536,10.78,0.01,1.6754856661916928,61.48,124.98,47.66,0.09445484605911826,0.4793726275393151,0.5273024797904808,0.37053648438847675,0.01,0.9055451539408818,0.5232974153926033,0.5308254448871588
301,Glass,Glass,Pharmaceuticals,7.103363442337216,11.82,0.01,1.0784660646273956,48.79,83.71,92.37,0.04201682623516333,0.3072206232011012,0.5160510312454951,0.15163015352768672,0.01,0.9579831737648367,0.6220880385775374,0.5263480956039222
302,Glass,Glass,Pharmaceuticals,8.062709263136297,10.6,0.05,1.3905929096174223,54.32,,37.06,0.06943186192627007,,0.6763628038833678,0.2470243229256512,0.05,0.93056813807373,,
303,Paperboard,Fiber,E-commerce,5.62190536483032,3.04,0.61,0.7050340652857889,96.05,60.19,36.25,0.009217175213545472,0.20911024903015893,0.2684915325279157,0.9668794203898567,0.61,0.9907828247864545,0.5819304635930709,0.7544425006649671
304,LDPE,Plastic,Retail,7.274859802996413,9.99,0.29,3.72,63.3,99.45,84.23,0.2740306638139961,0.3728778208818254,0.5447089823014759,0.40193203381059167,0.29,0.7259693361860039,0.5941569003914952,0.5446873309459408
305,Steel,Metal,Automotive,9.452182667445324,22.41,0.02,2.027273148823042,42.29,,53.87,0.125353394347495,,0.9085511760518339,0.03950319130584784,0.02,0.874646605652505,,
306,Molded Pulp,Fiber,Retail,6.927556238387604,18.37,0.83,1.1161499541714597,90.46,21.76,76.15,0.04532671512621098,0.04880490551870855,0.48667271542170326,0.8704502328790753,0.83,0.954673284873789,0.7653861428574561,0.825005839294486
307,LDPE,Plastic,E-commerce,7.03260069660239,6.96,0.36,4.86,48.63,51.64,93.29,0.3741602783905965,0.1734451257664873,0.5042262012837365,0.14887010522684152,0.36,0.6258397216094035,0.6976234050536022,0.4963544089199636
308,LDPE,Plastic,Pharmaceuticals,6.645912945882492,12.6,0.21,3.21,51.79,78.56,39.79,0.2292358362402538,0.2857381220539774,0.43960862810910806,0.20338105916853544,0.21,0.7707641637597462,0.6044005780112568,0.4984664682753559
309,HDPE,Plastic,Electronics,7.590372389537407,23.14,0.37,3.64,65.72,64.19,58.23,0.2670040241945855,0.2257956868143328,0.5974328082058994,0.4436777643608763,0.37,0.7329959758054145,0.7034957111937601,0.5997515542328296
310,Aluminum,Metal,E-commerce,8.54166450252415,19.93,0.01,9.904072517475068,77.13,,26.63,0.8171962758214746,,0.7563987635715103,0.6405037088149041,0.01,0.18280372417852542,,
311,Tinplate,Metal,Automotive,8.877942841411272,10.62,0.1,4.44,82.57,214.39,88.63,0.3372704203886911,0.8523338756100612,0.8125926567828347,0.7343453510436432,0.1,0.6627295796113088,0.4136367373470971,0.5453563941071791
312,Glass,Glass,Cosmetics,7.156912762684532,11.49,0.06,1.3007106281166154,87.55,120.01,70.97,0.06153723192281279,0.4586409710924791,0.5249994065678383,0.8202518544074521,0.06,0.9384627680771872,0.5348151799716478,0.6407929369543425
313,Kraft Paper,Fiber,Electronics,4.076052230246373,29.76,0.52,0.8761333949990247,45.21,10.21,8.97,0.024245341826265615,0.0006257039169065213,0.01017127838166263,0.08987407279627395,0.52,0.9757546581737344,0.6036930890025212,0.5406416121001716
314,Bioplastic PLA,Bioplastic,Electronics,6.92529682935585,6.73,0.4,1.68917015260898,87.67,129.01,84.6,0.0956567954895057,0.4961832061068702,0.48629515619421554,0.8223218906330861,0.4,0.9043432045104943,0.49680813881356406,0.6685988898025782
315,Molded Pulp,Fiber,Food,6.507940361536617,4.59,0.83,1.1495115806859395,79.87,12.2,32.55,0.048256966709143756,0.00892670921453301,0.41655267780174954,0.6877695359668795,0.83,0.9517430332908563,0.7612650455919799,0.7795483463588027
316,Steel,Metal,Cosmetics,9.391948412187396,12.39,0.07,2.424459282258164,45.85,230.34,66.36,0.16023944211594146,0.9188670587744546,0.898485712665672,0.10091426599965501,0.07,0.8397605578840586,0.408074049801596,0.4744781042821148
317,Corrugated Cardboard,Fiber,Retail,5.22685883324281,6.36,0.69,1.2687342805527495,81.19,70.02,24.0,0.058728653539359015,0.2501147123847662,0.2024771627561412,0.7105399344488529,0.69,0.941271346460641,0.5309220376715967,0.6809676165214762
318,Paperboard,Fiber,Retail,4.519882960212537,7.27,0.49,1.150832370378707,41.28,62.49,80.8,0.04837297562394511,0.21870437575605892,0.08433774633247072,0.02208038640676214,0.49,0.9516270243760548,0.5025124730793529,0.49746607749725413
319,Corrugated Cardboard,Fiber,Electronics,4.469311128013258,5.84,0.53,0.8207848270236089,84.06,26.91,69.78,0.019383911318594432,0.0702874066658324,0.0758869250648505,0.7600483008452649,0.53,0.9806160886814056,0.5881823260264407,0.68032876078657
320,Kraft Paper,Fiber,Food,4.750728694493786,6.62,0.44,1.0816942942605796,54.03,74.26,79.03,0.04230037131317691,0.2678012764359905,0.12291329236204877,0.24202173538036917,0.44,0.9576996286868231,0.4884845510832252,0.536126702689132
321,Steel,Metal,Retail,9.09845332941224,11.36,0.01,2.1063221868387743,55.74,174.5,30.58,0.13229650812746546,0.6859383473073875,0.8494411283665569,0.27151975159565295,0.01,0.8677034918725346,0.5282134429621903,0.5331124714580943
